error1,error2,error3,error4
0.049454171,0.030002241,0.000405611,0.000405611
0.034887908,0.028420598,0.005280914,0.005280914
0.044004403,0.005794056,0.002879319,0.002879319
0.036958837,0.003104953,0.003014369,0.003014369
0.009733304,0.00375581,0.00147116,0.00147116
0.01793176,0.00287569,0.005617425,0.005617425
0.044211954,0.005065,0.0013388,0.0013388
0.10299987,0.012255326,0.00421572,0.00421572
0.040873945,0.01003355,0.01150375,0.01150375
0.02554728,0.00973855,0.00702494,0.00702494
0.018349926,0.00032369,0.003556636,0.003556636
0.012947971,0.006375334,0.005746259,0.005746259
0.013836227,0.017746783,0.014982289,0.014982289
0.018978051,0.017728339,0.018769489,0.018769489
0.031189792,0.036390908,0.010670248,0.010670248
0.006947201,0.045703211,0.010674801,0.010674801
0.006281955,0.054814985,0.009231455,0.009231455
0.024203319,0.065064279,0.002806349,0.002806349
0.029735719,0.051876553,0.000347511,0.000347511
0.021580974,0.051538774,0.011578374,0.011578374
0.010889614,0.054997414,0.021935964,0.021935964
0.002691134,0.050828064,0.008453104,0.008453104
0.015421062,0.041164188,0.013805868,0.013805868
0.002747787,0.031429633,0.022691603,0.022691603
0.019491464,0.031321484,0.035185604,0.035185604
0.064266742,0.093255732,0.020591662,0.020591662
0.066169994,0.058499454,0.016117664,0.016117664
0.032570304,0.064076174,0.007011296,0.007011296
0.041910554,0.029920884,0.012516946,0.012516946
0.042559134,0.030605454,0.022233116,0.022233116
0.017476962,0.028941672,0.010194588,0.010194588
0.042642841,0.013938951,0.003874061,0.003874061
0.012256046,0.038027526,0.007385834,0.007385834
0.037439346,0.002417934,0.001822904,0.001822904
0.049740909,0.040269351,0.012097239,0.012097239
0.037186931,0.025675539,0.007740721,0.007740721
0.017008771,0.015392331,0.023447251,0.023447251
0.035520104,0.035751384,0.031855964,0.031855964
0.041715339,0.030455409,0.006632499,0.006632499
0.023365734,0.054734304,0.000589476,0.000589476
0.05662818,0.02909992,0.00244295,0.00244295
0.046248851,0.021455171,0.044321031,0.044321031
0.028521956,0.014867076,0.045355166,0.045355166
0.015214556,0.050236356,0.030687336,0.030687336
0.012504601,0.026518591,0.023905241,0.023905241
0.007817205,0.036999715,0.010771785,0.010771785
0.015464965,0.050674051,0.004950285,0.004950285
0.005689685,0.044363925,0.004933295,0.004933295
0.009882975,0.04825259,0.008891405,0.008891405
0.014214143,0.027801437,0.013233823,0.013233823
0.007874658,0.027401778,0.013177548,0.013177548
0.020539431,0.049142091,0.013940561,0.013940561
0.064987121,0.037284451,0.000527209,0.000527209
0.004614429,0.039076739,0.011819449,0.011819449
0.000310349,0.026043591,0.002512471,0.002512471
0.017186648,0.004972718,0.004232342,0.004232342
0.054253119,0.003791269,0.011439579,0.011439579
0.036045648,0.038545888,0.016396408,0.016396408
0.016967695,0.008549495,0.006246955,0.006246955
0.034273637,0.025039303,0.011312053,0.011312053
0.035862093,0.033122387,0.000187793,0.000187793
0.029040048,0.032965668,0.015864488,0.015864488
0.021961584,0.010026644,0.012810244,0.012810244
0.016121217,0.010461017,0.007059873,0.007059873
0.026860887,0.019794833,0.023585423,0.023585423
0.011821304,0.005182626,0.024126474,0.024126474
0.003593429,0.013681501,0.035493299,0.035493299
0.009255901,0.015138209,0.026140581,0.026140581
0.000905321,0.020377739,0.035134601,0.035134601
0.020892973,0.002977367,0.037211703,0.037211703
0.008509961,0.015101939,0.011232581,0.011232581
0.040972993,0.016369127,0.030322177,0.030322177
0.023237138,0.011549912,0.023918202,0.023918202
0.018840168,0.021673872,0.014763132,0.014763132
0.018182855,0.017838745,0.024268005,0.024268005
0.020361585,0.011746335,0.006199595,0.006199595
0.01569257,0.00123996,0.01626528,0.01626528
0.015187741,0.043402311,0.003047061,0.003047061
0.015650633,0.011160147,0.022997027,0.022997027
0.003651467,0.007534643,0.048654433,0.048654433
0.001246285,0.018813865,0.031983655,0.031983655
0.010077895,0.009763705,0.016571615,0.016571615
0.009405387,0.017662723,0.018095477,0.018095477
0.013822873,0.026698277,0.018467377,0.018467377
0.005089258,0.042124222,0.001795612,0.001795612
0.047943286,0.044170564,0.004588784,0.004588784
0.009121047,0.003698053,0.031115313,0.031115313
0.027844797,0.009164853,0.035805967,0.035805967
0.000795507,0.007073853,0.015834387,0.015834387
0.014330126,0.012090326,0.000717714,0.000717714
0.002788332,0.006347562,0.018897428,0.018897428
0.010947916,0.009194624,0.007850256,0.007850256
0.009399539,0.029083361,0.043456861,0.043456861
0.019262114,0.045455884,0.043216924,0.043216924
0.030702386,0.045963446,0.052504786,0.052504786
0.003378336,0.059413824,0.032584264,0.032584264
0.005997577,0.057383423,0.036115213,0.036115213
0.007842322,0.065930862,0.068721152,0.068721152
0.00045981,0.005975725,0.0477355,0.0477355
0.018180401,0.038357125,0.001447375,0.001447375
0.054510409,0.046584215,0.005350451,0.005350451
0.006360389,0.04193678,0.00790681,0.00790681
0.020882985,0.028065424,0.00141423,0.00141423
0.029906721,0.011848504,0.002303724,0.002303724
0.013852973,0.018350844,0.022434348,0.022434348
0.074947732,0.104500282,0.013290278,0.013290278
0.080870021,0.024745826,0.013009306,0.013009306
0.036875955,0.014327805,0.01012151,0.01012151
0.059905861,0.05344994,0.011043837,0.011043837
0.030010117,0.031519866,0.025830657,0.025830657
0.007157937,0.029479253,0.057998443,0.057998443
0.012821626,0.034164381,0.074680371,0.074680371
0.013340752,0.029684952,0.091721692,0.091721692
0.041217935,0.043825205,0.078459705,0.078459705
0.027505039,0.015075389,0.005484369,0.005484369
0.016216353,0.062926127,0.002496593,0.002496593
0.024457008,0.019388848,0.008757972,0.008757972
0.070458323,0.005760697,0.042571207,0.042571207
0.068861286,0.014911244,0.015119474,0.015119474
0.05326534,0.03577761,0.03543974,0.03543974
0.053550181,0.037273439,0.061203749,0.061203749
0.0348347,0.01548582,0.0175079,0.0175079
0.049749248,0.003460462,0.007638802,0.007638802
0.033182394,0.023540146,0.027935596,0.027935596
0.038729771,0.020337381,0.030150169,0.030150169
0.02108723,0.03347644,0.03257775,0.03257775
0.019835293,0.059172953,0.037671357,0.037671357
0.06834517,0.02009982,0.03863085,0.03863085
0.007831536,0.033817754,0.002506866,0.002506866
0.026533755,0.029160775,0.020979435,0.020979435
0.004973899,0.012732009,0.039551671,0.039551671
0.021110813,0.008979167,0.007714427,0.007714427
0.010777713,0.061513593,0.007077967,0.007077967
0.068490357,0.095819207,0.010426723,0.010426723
0.037002502,0.287132502,0.001560988,0.001560988
0.065584199,0.288473519,0.041633029,0.041633029
0.061651858,0.212792028,0.136908618,0.136908618
0.042508301,0.011085661,0.071981401,0.071981401
0.029235479,0.036084921,0.114815081,0.114815081
4.60785E-05,0.016239041,0.085986741,0.085986741
0.000741538,0.019620302,0.041269198,0.041269198
0.011332005,0.004745905,0.015584825,0.015584825
0.019273815,0.020970825,0.031828645,0.031828645
0.044357535,0.044558885,0.052703145,0.052703145
0.022877965,0.043605785,0.038813765,0.038813765
0.024181382,0.077791592,0.046770242,0.046770242
0.030052776,0.082471426,0.040002126,0.040002126
0.01203414,0.04661067,0.01367522,0.01367522
0.016224758,0.006098698,0.000876622,0.000876622
0.020408055,0.033693875,0.080523695,0.080523695
0.011346783,0.008516443,0.007003577,0.007003577
0.007433973,0.011338827,0.036781867,0.036781867
0.008801055,0.003331655,0.018624955,0.018624955
0.031438434,0.062923176,0.001619214,0.001619214
0.024951693,0.047254947,0.038524387,0.038524387
0.019224385,0.022918265,0.086040135,0.086040135
0.018228251,0.002639461,0.088282959,0.088282959
0.02649568,0.00146999,0.04596047,0.04596047
0.058039503,0.026828903,0.022433777,0.022433777
0.036801601,0.012799141,0.001488179,0.001488179
0.02495135,0.01636889,0.01125666,0.01125666
0.051923013,0.039039983,0.029987447,0.029987447
0.065937886,0.015562466,0.030513014,0.030513014
0.043278617,0.005491233,0.001925183,0.001925183
0.03665178,0.00753727,0.01682349,0.01682349
0.015896995,0.020143055,0.023784355,0.023784355
0.056075429,0.031315829,0.036801939,0.036801939
0.052250164,0.018235134,0.018548474,0.018548474
0.029423911,0.002716151,0.007577931,0.007577931
0.004808422,0.015895128,0.001456652,0.001456652
0.005756857,0.002786787,0.009100027,0.009100027
0.03134752,0.00993981,0.00668905,0.00668905
0.021167967,0.003252533,0.002800497,0.002800497
0.021681485,0.007038835,0.004685345,0.004685345
0.064154385,0.017815235,0.008214115,0.008214115
0.054179131,0.002142111,0.022220171,0.022220171
0.041988149,0.004618659,0.025664849,0.025664849
0.078901985,0.014428325,0.030173935,0.030173935
0.086529552,0.009755612,0.030945552,0.030945552
0.04954388,0.02357641,0.00740209,0.00740209
0.05522846,0.00733339,0.00316299,0.00316299
0.030738029,0.030907159,0.012472111,0.012472111
0.015594646,0.019888356,0.029373624,0.029373624
0.025066672,0.008316048,0.018944618,0.018944618
0.034306104,0.008924604,0.016640696,0.016640696
0.040865486,0.033006844,0.011951156,0.011951156
0.055262121,0.024254919,0.020143381,0.020143381
0.049352568,0.012975862,0.025503228,0.025503228
0.045445751,0.019855631,0.014451131,0.014451131
0.013557551,0.017729211,2.78089E-05,2.78089E-05
0.052255522,0.031441572,0.015399122,0.015399122
0.059188373,0.007949043,0.027937993,0.027937993
0.070541111,0.014900551,0.012805591,0.012805591
0.063081911,0.042433491,0.001282271,0.001282271
0.041557068,0.016456358,0.025272912,0.025272912
0.021799669,0.004382261,0.027233331,0.027233331
0.047577845,0.020051635,0.019143385,0.019143385
0.055401458,0.000611108,0.005398112,0.005398112
0.037872491,0.056149179,0.008620859,0.008620859
0.00686729,0.0343146,0.01503327,0.01503327
0.012051224,0.037099634,0.021719434,0.021719434
0.002427528,0.044706758,0.040497478,0.040497478
0.023517193,0.052355883,0.010431407,0.010431407
0.042111908,0.039801328,0.009383532,0.009383532
0.023869346,0.028040244,0.020475314,0.020475314
0.031433502,0.033502628,0.029203198,0.029203198
0.03188558,0.02427068,0.02357685,0.02357685
0.005399565,0.054761785,0.068479295,0.068479295
0.000354686,0.035778184,0.039279484,0.039279484
0.013184397,0.017212717,0.021403293,0.021403293
0.027674682,0.017026862,0.029355518,0.029355518
0.034685795,0.003617495,0.064779475,0.064779475
0.059382948,0.009387998,0.064086272,0.064086272
0.061477179,0.013150179,0.062652761,0.062652761
0.062524811,0.030176541,0.009348099,0.009348099
0.045432029,0.027183179,0.007897311,0.007897311
0.059564308,0.005685908,0.036359452,0.036359452
0.014355956,0.013277476,0.025123804,0.025123804
0.035326735,0.002426295,0.008023535,0.008023535
0.027405799,0.003868769,0.015632331,0.015632331
0.038946749,0.006007869,0.029923891,0.029923891
0.059234718,0.022550722,0.042216112,0.042216112
0.050013618,0.031890642,0.029841342,0.029841342
0.026106744,0.002004676,0.018375716,0.018375716
0.009427496,0.014384174,0.012495546,0.012495546
0.04932991,0.00308601,0.01620142,0.01620142
0.039455389,0.010513411,0.023775081,0.023775081
0.025872113,0.007100863,0.026263407,0.026263407
0.02955659,0.00496596,0.0166322,0.0166322
0.022464995,0.018876555,0.016431915,0.016431915
0.010119658,0.001011838,0.019167482,0.019167482
0.023322893,0.004531623,0.011396627,0.011396627
0.019356375,0.027053685,0.017786305,0.017786305
0.036443676,0.001539344,0.021280964,0.021280964
0.051492875,0.026529255,0.012183175,0.012183175
0.027153305,0.002397115,0.015564285,0.015564285
0.012668218,0.015506732,0.017103938,0.017103938
0.015725878,0.051163942,0.005182222,0.005182222
0.037757638,0.034326982,0.014132992,0.014132992
0.031543698,0.001429438,0.018159802,0.018159802
0.029299648,0.015463282,0.013020952,0.013020952
0.005337595,0.029346405,0.008663755,0.008663755
0.011424339,0.066097821,0.009325281,0.009325281
0.035924312,0.091524332,0.019726582,0.019726582
0.003768138,0.106168594,0.048440328,0.048440328
0.01681261,0.023373175,0.00552877,0.00552877
0.004244424,0.00162715,0.02115454,0.02115454
0.024972115,0.017099055,0.004587751,0.004587751
0.034922649,0.020708624,0.000832996,0.000832996
0.049992024,0.019600448,0.000335492,0.000335492
0.059492704,0.028629866,0.006052665,0.006052665
0.033750231,0.020401119,0.008659505,0.008659505
0.025694378,0.013484888,0.011758295,0.011758295
0.014826205,0.007076957,0.023365128,0.023365128
0.012817851,0.002035571,0.001307329,0.001307329
0.004006513,0.003904993,0.001373073,0.001373073
0.003195445,0.023919695,0.009378965,0.009378965
0.005873313,0.000793847,0.000155181,0.000155181
0.008243075,0.005416621,0.006413438,0.006413438
0.028448007,0.011412301,0.007866741,0.007866741
0.040648657,0.008553261,0.002436968,0.002436968
0.053058757,9.54993E-05,0.003529344,0.003529344
0.047524087,0.021819787,0.010376875,0.010376875
0.057983751,0.038085325,0.020889724,0.020889724
0.073891036,0.029554852,0.015226275,0.015226275
0.056655052,0.030805957,0.003072813,0.003072813
0.050020529,0.032414606,0.004602431,0.004602431
0.051216668,0.028708315,0.000994249,0.000994249
0.064101472,0.030839172,0.001873228,0.001873228
0.084805842,0.027985854,0.004995002,0.004995002
0.085516907,0.014130608,0.006746477,0.006746477
0.064551591,0.007836097,0.029940824,0.029940824
0.059583641,0.014708101,0.033798131,0.033798131
0.068900318,0.003180585,0.026174181,0.026174181
0.070600503,0.003696813,0.011208016,0.011208016
0.080962942,0.020963116,0.006822955,0.006822955
0.079433557,0.024872227,0.009941686,0.009941686
0.078068883,0.016714556,0.005777215,0.005777215
0.064568719,0.008180772,0.005439408,0.005439408
0.055022639,0.008643816,0.000909135,0.000909135
0.0438695,0.020253684,0.000661385,0.000661385
0.055007732,0.05771324,0.00140509,0.00140509
0.044145621,0.021154646,0.003257653,0.003257653
0.051265486,0.018972755,0.008175621,0.008175621
0.047881907,0.000224533,0.013288274,0.013288274
0.062440012,0.003842882,0.0024138,0.0024138
0.054400211,0.004593723,0.008586853,0.008586853
0.072030216,0.003831714,0.004665277,0.004665277
0.063781636,2.12791E-05,0.004313892,0.004313892
0.064761516,0.001116954,3.67441E-05,3.67441E-05
0.075408195,0.008397938,0.006920141,0.006920141
0.074137723,0.003438918,0.008768783,0.008768783
0.111695287,0.006263744,0.007892054,0.007892054
0.088290099,0.010601711,0.013847916,0.013847916
0.079392104,0.015315432,0.014097077,0.014097077
0.046803869,0.004036184,0.010688857,0.010688857
0.038235305,0.00947766,0.012479725,0.012479725
0.037673844,0.035569752,0.020079884,0.020079884
0.04381557,0.035008492,0.010063089,0.010063089
0.035637866,0.028625551,0.019221019,0.019221019
0.043426731,0.023676169,0.022890544,0.022890544
0.053515992,0.03119227,0.025912619,0.025912619
0.068327095,0.032144852,0.029044622,0.029044622
0.079376211,0.036070076,0.034867921,0.034867921
0.033168803,0.013957773,0.026085871,0.026085871
0.010901897,0.007723748,0.013264666,0.013264666
0.007713572,0.01230189,0.00131566,0.00131566
0.004388131,0.006473139,0.007535462,0.007535462
0.01190503,0.003865265,0.009474952,0.009474952
0.021963365,0.006189345,0.001588817,0.001588817
0.028099023,0.000870608,0.006093401,0.006093401
0.027319648,0.006517455,0.001522351,0.001522351
0.017142488,0.001661919,0.001861412,0.001861412
0.017303474,0.003805072,0.001743361,0.001743361
0.015768028,0.000596508,0.000489448,0.000489448
0.025136579,0.000492221,0.006283301,0.006283301
0.020496367,0.006313413,0.007806535,0.007806535
0.013115183,0.022224633,0.013166569,0.013166569
0.005696498,0.023609945,0.028299007,0.028299007
0.01349832,0.031982633,0.023156691,0.023156691
0.018628937,0.009645024,0.005703154,0.005703154
0.019364814,0.002091293,0.000179249,0.000179249
0.017366667,0.009507621,0.007088343,0.007088343
0.005824463,0.003690751,0.012148096,0.012148096
0.00464368,0.013260599,0.007490328,0.007490328
0.008021127,0.027322775,0.009076347,0.009076347
0.020096871,0.006524,0.001515241,0.001515241
0.038089744,0.008075188,0.012811382,0.012811382
0.038597158,0.008436686,0.019303844,0.019303844
0.037073819,0.001504566,0.024341897,0.024341897
0.01536256,0.006057924,0.009725437,0.009725437
0.020111278,0.00920959,0.013128878,0.013128878
0.023165581,0.013120842,0.01339237,0.01339237
0.028605529,0.013157358,0.013719183,0.013719183
0.020424095,0.012417794,0.012977462,0.012977462
0.037122566,0.025787408,0.008625342,0.008625342
0.039102752,0.024042079,0.017058208,0.017058208
0.032592034,0.024042079,0.024782892,0.024782892
0.029072462,0.017765243,0.01853416,0.01853416
0.038891364,0.024042079,0.013156737,0.013156737
0.041815903,0.024042079,0.010063839,0.010063839
0.053561915,0.024042079,0.002774377,0.002774377
0.055784789,0.02229675,0.000540823,0.000540823
0.060540502,0.02229675,0.006480418,0.006480418
0.058391255,0.020551421,0.004229759,0.004229759
0.064616723,0.020551421,0.001067341,0.001067341
0.036440167,0.020551421,0.000975984,0.000975984
0.041516382,0.020551421,0.002089284,0.002089284
0.033669428,0.022508795,0.009835795,0.009835795
0.035964317,0.021805039,0.00360132,0.00360132
0.047932395,0.027532738,0.004393031,0.004393031
0.062927822,0.013816418,0.00585287,0.00585287
0.08489777,0.012898325,0.002017092,0.002017092
0.080783925,0.004135722,0.00346355,0.00346355
0.102855438,0.004536475,0.014833767,0.014833767
0.114126107,0.025942326,0.008395837,0.008395837
0.081244252,0.004786034,0.001662428,0.001662428
0.067164248,0.000626635,0.00798151,0.00798151
0.058143228,0.014999423,0.006380625,0.006380625
0.057315858,0.049357168,0.002718017,0.002718017
0.077638648,0.03057285,0.011556838,0.011556838
0.077378118,0.049427146,0.017483544,0.017483544
0.090220274,0.054209918,0.01144569,0.01144569
0.097214798,0.067029858,0.008855763,0.008855763
0.098020788,0.050501765,0.007281185,0.007281185
0.085916719,0.052408019,0.004727105,0.004727105
0.083989447,0.048182924,0.015288675,0.015288675
0.010623849,0.05901881,0.005427376,0.005427376
0.020455173,0.075325222,0.011240722,0.011240722
0.031046872,0.079587492,0.003035752,0.003035752
0.070181422,0.062869522,0.0025783,0.0025783
0.054542158,0.024069837,0.001682214,0.001682214
0.071801868,0.003987106,0.006752617,0.006752617
0.078622782,0.015644294,0.00040542,0.00040542
0.045985582,0.03242092,0.00255561,0.00255561
0.077447752,0.048006092,0.016307882,0.016307882
0.020175525,0.03719063,0.008232066,0.008232066
0.027314567,0.030946582,0.012399504,0.012399504
0.057207739,0.024904122,0.016032378,0.016032378
0.041043577,0.02475735,0.014980614,0.014980614
0.095273477,0.032220808,0.013097097,0.013097097
0.04837513,0.019274174,0.007612988,0.007612988
0.039612663,0.015688388,0.004806916,0.004806916
0.053897978,0.008818628,0.004860411,0.004860411
0.043367928,0.001381952,0.00251869,0.00251869
0.035330863,0.015572123,0.002916092,0.002916092
0.027151771,0.009146696,0.015384382,0.015384382
0.017602049,0.01496798,0.004478015,0.004478015
0.028239995,0.010122897,0.019254345,0.019254345
0.001326734,0.004782252,0.013509473,0.013509473
0.011790123,0.002200385,0.004948603,0.004948603
0.048173311,0.007584045,0.004785931,0.004785931
0.071625836,0.018387759,0.011149339,0.011149339
0.083239853,0.022720778,0.021536852,0.021536852
0.024876496,0.044911502,0.035480106,0.035480106
0.003833828,0.074534738,0.036309636,0.036309636
0.024930278,0.017151129,0.031245901,0.031245901
0.026570244,0.06148869,0.0380444,0.0380444
0.019776268,0.014355166,0.018074032,0.018074032
0.011333612,0.014355166,0.012816572,0.012816572
0.022764946,0.014486107,0.014534329,0.014534329
0.009895237,0.0052059,0.011831484,0.011831484
7.15853E-05,0.006281823,0.026284671,0.026284671
0.020620774,0.015315432,0.021353083,0.021353083
0.034070143,0.01251983,0.008013079,0.008013079
0.002909223,0.01552511,0.013693195,0.013693195
0.015819729,0.007877346,0.012067162,0.012067162
0.015306167,0.005498217,0.005889879,0.005889879
0.003688775,0.008334115,0.001787679,0.001787679
0.031808603,0.005904579,0.003805831,0.003805831
0.035569048,0.003297124,0.001136148,0.001136148
0.002740448,0.003098128,0.022069654,0.022069654
0.015481477,0.008306017,0.021406512,0.021406512
0.028141863,0.015545097,0.053703854,0.053703854
0.026289165,0.016665118,0.038314273,0.038314273
0.138824151,0.002484227,0.021160171,0.021160171
0.119371611,0.008334115,0.015809522,0.015809522
0.119754443,0.007703343,0.004080899,0.004080899
0.121138973,0.001595723,0.009054221,0.009054221
0.122786032,0.002712648,0.013801431,0.013801431
0.128918101,0.00121411,0.001407186,0.001407186
0.121084729,0.022318667,0.010960576,0.010960576
0.108906126,0.037522696,0.019258414,0.019258414
0.104139058,0.024215701,0.026978236,0.026978236
0.098644599,0.019546437,0.022647161,0.022647161
0.093402839,0.012416519,0.023046935,0.023046935
0.073243802,0.014054834,0.029543222,0.029543222
0.028479341,0.003853779,0.016574628,0.016574628
0.017007387,0.003141075,0.000939143,0.000939143
0.004855469,0.015395506,0.007225804,0.007225804
0.007200581,0.010712211,0.009988713,0.009988713
0.000642163,0.011957653,0.012225613,0.012225613
0.023098431,0.017030538,0.010613995,0.010613995
0.031631775,0.012192175,0.006673865,0.006673865
0.046065815,0.009639855,0.001261651,0.001261651
0.076656555,0.014630835,0.005330625,0.005330625
0.064857572,0.000251414,0.010621166,0.010621166
0.022225015,0.057127285,0.018041429,0.018041429
0.008773647,0.006376493,0.030173023,0.030173023
0.00886058,0.00304698,0.007474864,0.007474864
0.023201109,0.051661761,0.014365159,0.014365159
0.01003293,0.01420321,0.02609948,0.02609948
0.008779664,0.008819904,0.029725846,0.029725846
0.011477601,0.016400601,0.005381211,0.005381211
0.008733032,0.017289388,0.034021068,0.034021068
0.020136106,0.015684794,0.007147396,0.007147396
0.024046791,0.011726381,0.068959059,0.068959059
0.023701668,0.034797602,0.099470818,0.099470818
0.007623225,0.084502015,0.15121985,0.15121985
0.037203841,0.000492999,0.026730659,0.026730659
0.005262958,0.001085642,0.012815082,0.012815082
0.000524938,0.021210788,0.051131248,0.051131248
0.006635173,0.019877653,0.003643747,0.003643747
0.018312765,0.019672235,0.005362055,0.005362055
0.006855661,0.008736539,0.007854079,0.007854079
0.007141348,0.000573118,0.003058102,0.003058102
0.009432718,0.001198518,0.005761712,0.005761712
0.011677991,0.013463749,0.008874791,0.008874791
0.004606086,0.003948834,0.001868234,0.001868234
0.002453438,0.029851892,0.009731122,0.009731122
0.022183153,0.034445557,0.015383607,0.015383607
0.034105955,0.002000485,0.017987705,0.017987705
0.016689602,0.011260982,0.031785788,0.031785788
0.010361469,0.010704889,0.007198529,0.007198529
0.026354261,0.027908361,0.030285509,0.030285509
0.010171653,0.030156873,0.025888717,0.025888717
0.059710681,0.076559141,0.009213779,0.009213779
0.061426889,0.080533369,0.013455631,0.013455631
0.087852158,0.041249638,0.006536092,0.006536092
0.073933726,0.029942186,0.044227694,0.044227694
0.077226126,0.060252426,0.021567556,0.021567556
0.102955796,0.032496126,0.012817856,0.012817856
0.102083026,0.040042816,0.011117244,0.011117244
0.080757725,0.121424665,0.002735505,0.002735505
0.065533962,0.090860812,0.014790232,0.014790232
0.061737066,0.057745396,0.008268984,0.008268984
0.065744019,0.079747669,0.007322781,0.007322781
0.05939572,0.058389,0.02145725,0.02145725
0.048074601,0.028974171,0.024128559,0.024128559
0.054734307,0.039013657,0.037725863,0.037725863
0.051765377,0.025182487,0.041214143,0.041214143
0.057176051,0.011669311,0.040324549,0.040324549
0.056062221,0.026667919,0.031588649,0.031588649
0.031215176,0.026295944,0.017518214,0.017518214
0.006001587,0.001446557,0.026655213,0.026655213
0.012137834,0.014067496,0.020153084,0.020153084
0.003195215,0.023849875,0.021690045,0.021690045
0.019056831,0.019007319,0.014110709,0.014110709
0.03711587,0.04898823,0.00635143,0.00635143
0.026903252,0.038054212,0.004969188,0.004969188
0.001615356,0.017005576,0.017040716,0.017040716
0.015631323,0.012771637,0.010118063,0.010118063
0.011392577,0.031844797,0.003960627,0.003960627
0.062555527,0.046643267,0.014985827,0.014985827
0.03360762,0.05568367,0.00380966,0.00380966
0.066889859,0.009200929,0.003751339,0.003751339
0.0565109,0.02409762,0.01011108,0.01011108
0.03680582,0.01783352,0.02491364,0.02491364
0.04244855,0.05400742,0.02243313,0.02243313
0.073349726,0.014778676,0.001822126,0.001822126
0.101738788,0.027985288,0.015937058,0.015937058
0.094549212,0.006083762,0.005163698,0.005163698
0.11867997,0.00222266,6.32202E-05,6.32202E-05
0.116799905,0.006694145,0.012711255,0.012711255
0.07910042,0.02754902,0.01106551,0.01106551
0.065333309,0.052997919,0.014669801,0.014669801
0.072305151,0.061625411,0.015467499,0.015467499
0.064279521,0.016840191,0.023169639,0.023169639
0.051526461,0.019217521,0.020681479,0.020681479
0.072947521,0.035052921,0.009865079,0.009865079
0.078150734,0.018300074,0.005496106,0.005496106
0.04301026,0.06493399,0.00065662,0.00065662
0.0349912,0.01091427,0.00189138,0.00189138
0.00477126,0.02865469,0.0085564,0.0085564
0.03680238,0.01079492,0.02537116,0.02537116
0.017017636,0.010870996,0.031266186,0.031266186
0.016029925,0.011649465,0.019100155,0.019100155
0.046530941,0.010500621,0.010329329,0.010329329
0.034336497,0.028135887,0.006941593,0.006941593
0.020709405,0.006475015,0.014347685,0.014347685
0.008498837,0.010433213,0.016387513,0.016387513
0.009463308,0.001209568,0.014381502,0.014381502
0.00218891,0.01587998,0.0034794,0.0034794
0.000129999,0.015116069,0.023052429,0.023052429
0.038377683,0.002629823,0.010005437,0.010005437
0.053877977,0.045311447,0.022337287,0.022337287
0.005072579,0.004901179,0.036281509,0.036281509
0.050432107,0.015882177,0.026392827,0.026392827
0.087332064,0.008810964,0.041814114,0.041814114
0.070556043,0.027716517,0.045964363,0.045964363
0.071222906,0.028098694,0.047422976,0.047422976
0.086087101,0.018582319,0.058889501,0.058889501
0.074686189,0.010624569,0.081860769,0.081860769
0.073940924,0.020280706,0.047067804,0.047067804
0.064344502,0.019144948,0.032332282,0.032332282
0.036403454,0.005786116,0.028156434,0.028156434
0.020796032,0.035842498,0.023148272,0.023148272
0.006304024,0.040340846,0.021337374,0.021337374
0.012543476,0.066349624,0.028442836,0.028442836
0.033969148,0.008360548,0.024085678,0.024085678
0.027192128,0.026245608,0.016202998,0.016202998
0.008796005,0.000144215,0.034238635,0.034238635
0.013589766,0.004027194,0.032912606,0.032912606
0.025285774,0.004560146,0.011113074,0.011113074
0.017374857,0.012981963,0.005486237,0.005486237
0.014210764,0.033608886,0.015023054,0.015023054
0.03656287,0.00213651,0.02106796,0.02106796
0.048793788,0.001177068,0.002674708,0.002674708
0.06924919,0.00700481,0.00658906,0.00658906
0.078961627,0.020359867,0.018562487,0.018562487
0.043699773,0.036795647,0.018104103,0.018104103
0.04652122,0.02667901,0.02854237,0.02854237
0.061034323,0.035832377,0.044827193,0.044827193
0.055740577,0.022141137,0.046112397,0.046112397
0.030199683,0.006691213,0.032121863,0.032121863
0.020977197,0.014097803,0.018485397,0.018485397
0.024454083,0.005249593,0.023294253,0.023294253
0.022666783,0.019296523,0.006215603,0.006215603
0.034845321,0.008912659,0.009321861,0.009321861
0.00538101,0.00103241,0.01525821,0.01525821
0.013303997,0.016129497,0.023792237,0.023792237
0.000185967,0.006160323,0.025598137,0.025598137
0.002278357,0.007871983,0.023320197,0.023320197
0.011802747,0.019555567,0.027602583,0.027602583
0.019052147,0.011140253,0.027384103,0.027384103
0.019926447,0.008160023,0.011007133,0.011007133
0.10408938,0.00908366,0.05566707,0.05566707
0.087257097,0.007963573,0.008098857,0.008098857
0.026995827,0.001760387,0.051396913,0.051396913
0.036718198,0.041791068,0.034304342,0.034304342
0.056487261,0.029441801,0.032421859,0.032421859
0.081258078,0.005943758,0.050650942,0.050650942
0.072586282,0.001786638,0.072668058,0.072668058
0.067006143,0.010776363,0.055058697,0.055058697
0.049079264,0.003663764,0.055210676,0.055210676
0.103384186,0.015745324,0.014618314,0.014618314
0.118426375,0.016963905,0.004274305,0.004274305
0.039187481,0.051404719,0.022411679,0.022411679
0.023179783,0.009302507,0.009231437,0.009231437
0.02931953,0.01028071,0.01141393,0.01141393
0.012958578,0.010863822,0.015853498,0.015853498
0.011957638,0.028250568,0.015233482,0.015233482
